STATE_ABBR,AMA_SITE_CODE,AQS_POC,PROGRAM,YEAR,QUARTER,SAMPLE_DATE,SAMPLE_START_TIME,AQS_PARAMETER_CODE,AQS_PARAMETER_NAME,DATA_SOURCE,DURATION_DESC,SAMPLE_VALUE_REPORTED,AQS_UNIT_CODE,UNIT_DESC,SAMPLING_FREQUENCY_CODE,COMMENT,SAMPLE_VALUE_STD_FINAL_UG_M3,SAMPLE_VALUE_STD_FINAL_TYPE,AQS_PARAMETER_CODE_FINAL,AQS_PARAMETER_NAME_FINAL,ALTERNATE_MDL,MDL_STD_UG_M3,MDL_TYPE,AQS_NULL_DATA_CODE,AQS_QUALIFIER_01,AQS_QUALIFIER_02,AQS_QUALIFIER_03,AQS_QUALIFIER_04,AQS_QUALIFIER_05,AQS_QUALIFIER_06,AQS_QUALIFIER_07,AQS_QUALIFIER_08,AQS_QUALIFIER_09,AQS_QUALIFIER_10,AQS_METHOD_CODE,SAMPLE_COLLECTION_DESC,SAMPLE_ANALYSIS_DESC,SAMPLE_VALUE_FLAG,BELOW_MDL_FLAG,CENSUS_TRACT_ID,CENSUS_TRACT_POPULATION_2010,MONITOR_LATITUDE,MONITOR_LONGITUDE
NJ,340010006,1,IMPROVE,2014,4,14-Oct-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0001,105,UG/CU METER (LC),3,,0.0001,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,4,25-Nov-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0002,105,UG/CU METER (LC),3,,0.0002,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,3,02-Sep-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0005,105,UG/CU METER (LC),3,,0.0005,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,3,05-Sep-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0003,105,UG/CU METER (LC),3,,0.0003,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,3,08-Sep-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0001,105,UG/CU METER (LC),3,,0.0001,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,3,11-Sep-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0001,105,UG/CU METER (LC),3,,0.0001,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,3,14-Sep-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0001,105,UG/CU METER (LC),3,,0.0001,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,3,17-Sep-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0002,105,UG/CU METER (LC),3,,0.0002,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,3,20-Sep-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0001,105,UG/CU METER (LC),3,,0.0001,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,3,23-Sep-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,ND,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,3,26-Sep-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0002,105,UG/CU METER (LC),3,,0.0002,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,3,29-Sep-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0003,105,UG/CU METER (LC),3,,0.0003,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,4,02-Oct-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,ND,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,4,05-Oct-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0001,105,UG/CU METER (LC),3,,0.0001,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,3,27-Aug-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0002,105,UG/CU METER (LC),3,,0.0002,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,4,01-Nov-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0001,105,UG/CU METER (LC),3,,0.0001,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,2,26-May-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0002,105,UG/CU METER (LC),3,,0.0002,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,4,19-Nov-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0,105,UG/CU METER (LC),3,,0,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,ND,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,4,16-Nov-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0002,105,UG/CU METER (LC),3,,0.0002,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,4,13-Nov-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0002,105,UG/CU METER (LC),3,,0.0002,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
NJ,340010006,1,IMPROVE,2014,4,10-Nov-14,00:00,88112,Chromium (PM2.5),AQS_20171121,24 HOURS,0.0002,105,UG/CU METER (LC),3,,0.0002,L,88112,Chromium (PM2.5),,0.0001,ENTITY_ENTERED,,,,,,,,,CF-N,,,800,"IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.",X-Ray Fluorescence,,,34001010505,3044,39.464872,-74.448736
